編號,名稱,地區,類型,地區/大樓,地址,緯度,經度,營業時間,評分,每人價位,GoogleMaps連結,核實日期
358,かっ平寿し Hakone Kappei,東京,壽司(蔬食友善・點vegan標品項),箱根・二の平（彫刻の森近）,足柄下郡箱根町二ノ平,35.2455,139.0545,"一〜三・五〜日 9:00-20:00(售完早休,先電話)",HappyCow 4.0（46 則）,"每人約 ¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=35.2455,139.0545",2026-07-27
359,麵屋SASUKE 時計台店(vegan拉麵),北海道,拉麵(蔬食友善・需指定vegan版),札幌・大通（時計台正下方）,札幌市中央区北1条西2-1 札幌時計ビルB1F,43.0617,141.35216,11:00-22:00；無休,Vegewel 收錄,"約 ¥700–1,000","https://www.google.com/maps/search/?api=1&query=43.0617,141.35216",2026-07-28
360,JYOTI 印度料理,北海道,印度料理(蔬食友善・有vegan咖哩),札幌・狸小路（狸小路駅77m）,札幌市中央区南3条西4-16-1 若月スクエア7F,43.05718,141.35032,11:30-20:00(時有變動)；不定休,Tabelog 3.23（21 則）,"午晚 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=43.05718,141.35032",2026-07-28
361,Beyond Age 湯咖哩,北海道,湯咖哩(蔬食友善・有明標vegan湯底),札幌・山鼻（南19条）,札幌市中央区南19条西7丁目2-17,43.03894,141.34756,11:00-15:00／17:00-21:30；週三晚休,HappyCow 4.0（30 則）,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=43.03894,141.34756",2026-07-28
362,Salloga(旧いただき禅),北海道,純素日式養生 macrobiotic｜全素 Vegan,札幌・円山（南2条西23）,札幌市中央区南2条西23丁目1-23 スタシオ23,43.05832,141.33284,週三〜日 11:30-17:00；週一二休；晚餐僅預約,HappyCow 5.0（39 則）,"晚套餐約 ¥5,000+","https://www.google.com/maps/search/?api=1&query=43.05832,141.33284",2026-07-28
363,Veggy Way ベジウェイ,北海道,東方素咖啡(無五葷)｜全素 Vegan,札幌・円山公園（駅1號出口1分）,札幌市中央区大通西27丁目2-3 円山桂和West27 1F,43.0606,141.32916,11:30-18:00(餐LO17:00)；不定休,Vegewel 收錄（札幌標竿）,"約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=43.0606,141.32916",2026-07-28
364,福の樹(vegan番茄拉麵),北海道,純素番茄拉麵｜全素 Vegan,札幌・大通（西11丁目駅）,札幌市中央区南4条西10丁目1004-1 南四条ユニハウス1F,43.05604,141.3448,11:30-21:00；週一休,Vegewel/Hachidory 收錄,"約 ¥890–1,200","https://www.google.com/maps/search/?api=1&query=43.05604,141.3448",2026-07-28
365,粋Laboratory 有機居酒屋,北海道,有機居酒屋(蔬食友善・點vegan菜),札幌・大通（大通駅近）,札幌市中央区大通(詳細番地待確認),43.06,141.35,午餐時段+夜間；公休未載(建議先電洽),Vegewel 收錄,"午 ¥990–1,680／夜 ¥2,500 起","https://www.google.com/maps/search/?api=1&query=43.06,141.35",2026-07-28
366,Farm to Table TERRA,北海道,創新蔬食(蔬食友善・需指定vegan set),札幌・中島公園（駅徒步2分）,札幌市中央区南9条西2丁目2-10 ホテルマイステイズプレミア札幌パーク内,43.05034,141.35216,朝7:00-10:00／午11:30-14:00／晚18:00-22:00(LO21:00),Tabelog/一休 收錄,"午約 ¥2,000–3,000","https://www.google.com/maps/search/?api=1&query=43.05034,141.35216",2026-07-28
367,青い空、流れる雲,北海道,蔬食咖啡(蔬食友善・確認高湯),札幌・円山（裏参道）,札幌市中央区南1条西22-1-7 裏参道ルーム22 1F,43.05946,141.33376,10:30咖啡／12:00-17:00午餐+咖啡／18:00-晚餐僅預約；無休,食べログ/poroco 收錄,"約 ¥2,000 以下","https://www.google.com/maps/search/?api=1&query=43.05946,141.33376",2026-07-28
368,日本料理 まるやまかわなか,北海道,日本料理(蔬食友善・需預約指定精進無柴魚),札幌・円山公園（駅4號出口即到）,札幌市中央区南1条西25丁目2-22 パケットB1F,43.05946,141.331,午/晚(見官網)；建議預約,米其林收錄,"午 ¥1,650 起","https://www.google.com/maps/search/?api=1&query=43.05946,141.331",2026-07-28
369,からだにいいかふぇ e’cafe,北海道,純素無麩自然食咖啡｜全素 Vegan,札幌站（JR札幌駅徒步2分）,札幌市北区北7条西5-6 ストークマンション札幌208,43.0683,141.3494,12:00-18:00；週一休,Tabelog 收錄,"約 ¥1,000–1,800","https://www.google.com/maps/search/?api=1&query=43.0683,141.3494",2026-07-28
370,ラーメン高野槙 南郷店(vegan味噌),北海道,拉麵(蔬食友善・有vegan味噌版),"札幌・白石区（南郷18丁目駅,核心區外東側）",札幌市白石区栄通19丁目4-1,43.038,141.418,11:00-21:00；週三休,HappyCow 4.0（13 則）,"實惠（約 ¥1,000）","https://www.google.com/maps/search/?api=1&query=43.038,141.418",2026-07-28
371,なかや(小樽純素蕎麥),北海道,純素蕎麥麵專門｜全素 Vegan,小樽・住之江,北海道小樽市住ノ江1-4-16,43.18437,141.00356,一〜日 10:30-16:00(現金限定),HappyCow 5.0（15 則）,"約 ¥800–1,200","https://www.google.com/maps/search/?api=1&query=43.18437,141.00356",2026-07-28
372,やぶ半(小樽蕎麥老舖),北海道,蕎麥老舖(蔬食友善・點名昆布素高湯),小樽・稻穗（近運河）,北海道小樽市稲穂2-19-14,43.19655,140.99587,一三〜六 11:00-20:30(16-16:30休)；二/日不定休,HappyCow 4.0（17 則）,"¥550–1,300","https://www.google.com/maps/search/?api=1&query=43.19655,140.99587",2026-07-28
373,利尻屋みのや(小樽芋餅),北海道,街邊芋餅(蔬食友善・確認醬汁),小樽・堺町通（運河觀光主街）,北海道小樽市堺町一帶(堺町通多店舖),43.1925,141.006,約 10:00-18:00(各店略異),觀光名物,約 ¥150–300／串,"https://www.google.com/maps/search/?api=1&query=43.1925,141.006",2026-07-28
374,Taom(函館純素午餐),北海道,純素週間午餐盤(中亞/俄式)｜全素 Vegan,函館・末廣町（灣區/元町電車道）,北海道函館市末広町9-9 1F,41.76496,140.71632,週五六 11:00-16:00；週六另 18:30-21:00(僅週五六營業),HappyCow 5.0（36 則）,"¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=41.76496,140.71632",2026-07-28
375,野菜バー ミルヤ(函館),北海道,純素蔬食居酒屋(需預約)｜全素 Vegan,函館・豐川町（近朝市/灣區）,北海道函館市豊川町22-5,41.76694,140.7203,午餐僅週三四 12:00-14:30；酒吧 18:00-22:00；週日/假日休,TripAdvisor/VegeMap 正評,"約 ¥2,000","https://www.google.com/maps/search/?api=1&query=41.76694,140.7203",2026-07-28
376,なぼ Navo(富良野純素),北海道,純素無國籍和洋(僅晚間)｜全素 Vegan,富良野・若葉町（近JR富良野站）,北海道富良野市若葉町10-8,43.33798,142.39138,一〜日 18:00-22:00(僅晚間),HappyCow 5.0（18 則）,中價位,"https://www.google.com/maps/search/?api=1&query=43.33798,142.39138",2026-07-28
377,Cafe ゴリヨウ(富良野農舍),北海道,蔬食咖啡古農舍(蔬食友善),"富良野・上五領（市郊,需開車）",北海道富良野市上五領,43.358,142.405,一・四〜日 11:30-18:00,HappyCow 4.5（14 則）,中價位,"https://www.google.com/maps/search/?api=1&query=43.358,142.405",2026-07-28
378,Surya 印度尼泊爾料理(富良野),北海道,印度尼泊爾(蔬食友善・確認咖哩無雞湯),富良野・本町（市區）,北海道富良野市本町6-27,43.34723,142.38636,一〜五 11:00-15:00/17:00-21:00；六日 11:00-21:00,HappyCow 4.0（3 則）,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=43.34723,142.38636",2026-07-28
379,ハーブガーデン富良野,北海道,蔬菜火鍋自助(蔬食友善・確認湯底),"富良野・西3線北（觀光農園,季節性）",北海道富良野市西3線北27号,43.36,142.42,一〜日 11:00-14:30,"HappyCow 4.0（1 則,樣本少）","約 ¥1,500","https://www.google.com/maps/search/?api=1&query=43.36,142.42",2026-07-28
380,VeganRamen めぐり(旭川純素拉麵),北海道,純素拉麵專門｜全素 Vegan,旭川・4条通（市中心繁華街）,北海道旭川市4条通7丁目586-2 つつじプラザビル1F,43.7688,142.3625,20:00-翌4:00(五六至翌5:00)；週日休,部落格/Wolt 多篇好評,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=43.7688,142.3625",2026-07-28
381,元祖旭川ラーメン いちくら,北海道,旭川拉麵(蔬食友善・需指定vegan版),旭川・3条通（市中心）,北海道旭川市3条通7丁目,43.7678,142.362,18:00-翌4:00(深夜),HappyCow 收錄,"約 ¥900–1,300","https://www.google.com/maps/search/?api=1&query=43.7678,142.362",2026-07-28
382,Cafe Konii(旭川),北海道,植物性咖啡(蔬食友善),"旭川・忠和5条（市郊,需交通）",北海道旭川市忠和5条1-24,43.752,142.32,11:00-18:00；週二休,fooddiversity 收錄,"約 ¥1,000","https://www.google.com/maps/search/?api=1&query=43.752,142.32",2026-07-28
383,NICE Plant Based Cafe,九州,植物性咖啡/漢堡｜全素 Vegan,福岡・警固（中央區）,福岡市中央区警固3-13-35,33.5848,130.3998,週二〜日 11:30-20:00；週一休,HappyCow 5.0（47 則）,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=33.5848,130.3998",2026-07-28
384,Sonu Sonu ソヌソヌ,九州,純素漢堡/墨西哥/甜點｜全素 Vegan,福岡・天神（中央區）,福岡市中央区天神3-6-29,33.59343,130.39586,一二四五 11:00-21:00／六 8:00-22:00／日 8:00-21:00；週三休,HappyCow 4.5（78 則）,中價位,"https://www.google.com/maps/search/?api=1&query=33.59343,130.39586",2026-07-28
385,BUGORO All Vegan(純素豚骨拉麵),九州,純素博多風豚骨拉麵/擔擔麵｜全素 Vegan,"福岡・住吉（博多區,寄居Rojiura Kitchen）",福岡市博多区住吉4-27-15 Rojiura Kitchen內,33.58296,130.41119,週一二休;營業時間不定需查IG(僅3桌建議預約),HappyCow 5.0（56 則）,"約 ¥2,000–3,500","https://www.google.com/maps/search/?api=1&query=33.58296,130.41119",2026-07-28
386,Rota Cafe 福岡本店,九州,有機マクロビ蔬食｜全素 Vegan,福岡・平尾/藥院（中央區）,福岡市中央区平尾1-3-25 Ky Yakuin 1F,33.5799,130.4056,11:00-18:00(LO17:00)；週日/假日休,Tabelog/Yelp 高評,"午約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=33.5799,130.4056",2026-07-28
387,Evah Dining マクロビ(JR博多),九州,マクロビ玄米/蔬食便當｜全素 Vegan,福岡・JR博多站內（博多區）,福岡市博多区中央街1-1 JR博多駅いっぴん通り,33.59024,130.42122,"每日 07:00-21:00(便當外帶為主,可店內加熱+加湯)",HappyCow 5.0（108 則）,"¥500–1,200","https://www.google.com/maps/search/?api=1&query=33.59024,130.42122",2026-07-28
388,高宮飯店(全素中華),九州,全素中華(可客製vegan)｜全素,"福岡・大楠（南區,西鐵高宮站前）",福岡市南区大楠3-20-25,33.56736,130.41465,"週一〜五 17:30-22:00(週末休,建議先電洽)",HappyCow 5.0（21 則）,平價,"https://www.google.com/maps/search/?api=1&query=33.56736,130.41465",2026-07-28
389,Bear Bear ベアベア,九州,純素甜點/烘焙｜全素 Vegan,福岡・赤坂（中央區）,福岡市中央区赤坂2-3-28,33.5884,130.389,一四五 13:00-20:30／六日 11:30-20:30；週二三休,部落格收錄好評,甜點 ¥500–900,"https://www.google.com/maps/search/?api=1&query=33.5884,130.389",2026-07-28
390,北斎 Hokusai(vegan菜單居酒屋),九州,居酒屋(蔬食友善・獨立vegan菜單/湯物確認柴魚),"福岡・春吉（中央區,近中洲）",福岡市中央区春吉2-18-12,33.58572,130.40731,週一〜六 18:00-23:30(晚間居酒屋),HappyCow 4.0（24 則）,"約 ¥2,500–3,500","https://www.google.com/maps/search/?api=1&query=33.58572,130.40731",2026-07-28
391,Lotus Palace(KITTE博多),九州,越南料理(蔬食友善・確認無魚露),福岡・JR博多站（くうてん10F）,福岡市博多区博多駅中央街1-1 JR博多シティくうてん10F,33.5897,130.4206,每日 11:00-22:00,HappyCow 4.0（4 則）,中價位,"https://www.google.com/maps/search/?api=1&query=33.5897,130.4206",2026-07-28
392,106 South Indian 福岡天神店,九州,南印度(蔬食友善・Dosa set純素),"福岡・今泉（中央區,天神南）",福岡市中央区今泉1-17-14,33.5863,130.3984,午/晚(午餐時段素thali/dosa最穩),Tabelog/TripAdvisor 高評,"午約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=33.5863,130.3984",2026-07-28
393,Chandan Cafe チャンダン,九州,和風融合咖啡(蔬食友善・vegan標示),"福岡・藤崎（早良區,西福岡）",福岡市早良区藤崎1-1-5 The Apartment 1F,33.58077,130.34847,約 11:00-18:00；週一休,HappyCow 3.5（6 則）,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=33.58077,130.34847",2026-07-28
394,and S organic 藥院,九州,有機咖啡(蔬食友善・招牌vegan taco rice),"福岡・藥院（中央區,西鐵藥院站2分）",福岡市中央区薬院3-3-5 LAPIS薬院1F,33.5823,130.4005,一三五六日假 11:00-21:00(LO20:30)；週四休,Retty/Tabelog 好評,"午約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=33.5823,130.4005",2026-07-28
395,SUSHI-SHIMA すし志ま(vegan course),九州,壽司(蔬食友善・vegan course需預約),"福岡・港（中央區,近大濠公園）",福岡市中央区港2-10-3,33.59382,130.37904,午 週二〜六 12:00-14:00／晚 週一〜六 18:00-22:00；週日休;需預約,HappyCow 4.0（4 則）,course 中高價位,"https://www.google.com/maps/search/?api=1&query=33.59382,130.37904",2026-07-28
396,Siesta Cafe(由布院),九州,日式蔬食咖啡(蔬食友善),由布院・湯之坪（由布院站步行6分）,大分県由布市湯布院町川上3052-3,33.2638,131.3576,一〜五 10:00-17:30／六日 8:30-17:30,HappyCow 4.0（21 則）,"約 ¥2,700 以下","https://www.google.com/maps/search/?api=1&query=33.2638,131.3576",2026-07-28
397,地獄蒸し工房 鉄輪(別府),九州,溫泉地獄蒸體驗(蔬食友善・只取蒸蔬菜),別府・鉄輪 溫泉區,大分県別府市風呂本5組 鉄輪,33.3168,131.4633,10:00-19:00(LO18:00)；每月第3週三休,HappyCow 登錄,食材 ¥400 起+蒸釜費,"https://www.google.com/maps/search/?api=1&query=33.3168,131.4633",2026-07-28
398,Vegan no Mori(熊本),九州,大豆肉洋食(蔬食友善・vegan菜單),熊本市・江津（東區）,熊本市東区画図町重富(江津2丁目一帶),32.781,130.746,平日 11:00-19:00／週末假日 11:00-22:00;無休,Hachidory 收錄,"午 ¥1,280／晚 ¥1,280–5,000","https://www.google.com/maps/search/?api=1&query=32.781,130.746",2026-07-28
399,olmo coppia(阿蘇),九州,麩野菜料理(蔬食友善・確認高湯),阿蘇市・車帰（市郊）,熊本県阿蘇市車帰627-1,32.95,131.117,11:30開店 LO14:30;公休見官網,vegans-life 收錄,"約 ¥1,300–1,800","https://www.google.com/maps/search/?api=1&query=32.95,131.117",2026-07-28
400,蔬食つね(熊本精進料理),九州,傳統精進料理｜全素/精進,熊本市中央区,"熊本市中央区(Kumamoto Guide收錄,地址待精修)",32.802,130.708,查無(多需預約),Kumamoto Guide 收錄,需預約（套餐）,"https://www.google.com/maps/search/?api=1&query=32.802,130.708",2026-07-28
401,Indo Shokudou(熊本),九州,印度咖哩(蔬食友善・每日vegan咖哩),熊本市中央区,熊本市中央区(地址待查證),32.803,130.706,查無,Kumamoto Guide 收錄,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=32.803,130.706",2026-07-28
402,Nobister(長崎),九州,有機蔬食輕食/麵包(蔬食友善・vegan菜單豐富),長崎・大波止（江戸町）,長崎県長崎市江戸町1-3,32.743,129.869,週一〜六 11:00-14:30、19:00-21:00,HappyCow 4.0（47 則）,"約 ¥550–2,200","https://www.google.com/maps/search/?api=1&query=32.743,129.869",2026-07-28
403,Rota Cafe 長崎店,九州,有機マクロビ vegan午餐(僅週末)｜全素 Vegan,長崎市・宝町,長崎県長崎市宝町4-18,32.757,129.865,週五六日午餐(每週輪替菜單);平日休(IG為準),Tabelog/Retty 收錄,"午約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=32.757,129.865",2026-07-28
404,Cafe Indigo(鹿兒島唯一純素),九州,有機vegan定食｜全素 Vegan,鹿兒島市・名山町（天文館/港區）,鹿児島県鹿児島市名山町8-8,31.596,130.562,12:00-18:00(五六有時到21:00)；週一三四休,HappyCow 4.5（14 則）,"定食 ¥1,400–1,800","https://www.google.com/maps/search/?api=1&query=31.596,130.562",2026-07-28
405,Banvina 咖啡旅舍(鹿兒島),九州,咖啡旅舍(蔬食友善・vegan咖哩),鹿兒島市・中央町（中央站步行5分）,鹿児島県鹿児島市中央町21-30,31.585,130.541,一二三五六日 11:00-20:00；週四/假日休,HappyCow 4.0（3 則）,"咖哩 ¥1,500","https://www.google.com/maps/search/?api=1&query=31.585,130.541",2026-07-28
406,Cafe Shirahama(櫻島),九州,櫻島有機蔬食一盤餐(蔬食友善・小菜需確認柴魚),鹿兒島・櫻島・白濱町（渡輪對岸）,鹿児島県鹿児島市桜島白浜町1267,31.599,130.647,週四〜日 10:00-17:00；週一〜三休;現金,HappyCow 5.0（5 則）,"一盤餐約 ¥1,200–1,500","https://www.google.com/maps/search/?api=1&query=31.599,130.647",2026-07-28
407,Morning to Night(小倉果汁吧),九州,純素果汁吧/巴西莓碗｜全素 Vegan,北九州・小倉北区・京町（JR小倉站附近）,福岡県北九州市小倉北区京町1-6-25,33.887,130.881,一〜五 9:00-16:00／六日 10:00-16:00,HappyCow 5.0（3 則）,"約 ¥800–1,200","https://www.google.com/maps/search/?api=1&query=33.887,130.881",2026-07-28
408,Vee Sweets KOKURA(小倉),九州,植物性甜點｜全素 Vegan,北九州・小倉（JR小倉站步行5分）,福岡県北九州市小倉北区(TORIKAI CAFE經營),33.886,130.882,營業至23:00(深夜可),新店,甜點類,"https://www.google.com/maps/search/?api=1&query=33.886,130.882",2026-07-28
409,CAFE 太宰府草の家,九州,在地蔬菜×捷克料理咖啡(蔬食友善・需確認),太宰府・国分（天満宮周邊）,福岡県太宰府市国分3丁目21-29,33.519,130.516,11:00-17:00(預約優先)；僅週三〜六營業,素食性質待確認,需預約,"https://www.google.com/maps/search/?api=1&query=33.519,130.516",2026-07-28
410,TORAYA VEGETIGER(純素亞洲創作),中部,亞洲創作(咖哩/泰式/墨西哥)｜全素 Vegan,名古屋・新栄（中区）,名古屋市中区新栄3-14-23,35.16687,136.92381,一四〜日 12:00-15:00、17:00-21:00(五六晚至22:00)；週二三休,HappyCow 5.0（45 則）,"午約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=35.16687,136.92381",2026-07-28
411,Grains(純素和食マクロビ),中部,和食・マクロビ・有機｜全素 Vegan,名古屋・名駅（西区）,名古屋市西区名駅2-24-14,35.17686,136.88225,三〜五 11:00-15:00、17:00-21:00；每月第2・4週六;週日〜二休;晚餐需預約,HappyCow 5.0（74 則）,"午約 ¥1,500–2,000／晚套餐 ¥3,300","https://www.google.com/maps/search/?api=1&query=35.17686,136.88225",2026-07-28
412,「こ」VEGAN CAFE,中部,純素咖啡・甜點｜全素 Vegan,"名古屋・栄（中区,近大須観音）",名古屋市中区栄1-31-30 パルナス栄,35.16303,136.89265,10:00-17:00；週二三休,官方直營,"約 ¥600–1,500","https://www.google.com/maps/search/?api=1&query=35.16303,136.89265",2026-07-28
413,vegefirst(蔬菜便當),中部,蔬菜便當・自然食｜全素 Vegan,"名古屋・丸の内（中区,近名古屋城）",名古屋市中区丸の内3-1-34 堤ビル2F,35.17701,136.90156,平日約 11:00-16:00；週六日/假日休,Tabelog 3.02,"約 ¥999–1,200","https://www.google.com/maps/search/?api=1&query=35.17701,136.90156",2026-07-28
414,pupu kitchen(玄米菜食),中部,自然食・玄米菜食マクロビ｜全素 Vegan,"名古屋・浅間町（西区,近名古屋城）",名古屋市西区城西2-15-13,35.18616,136.89354,二〜六 10:00-15:30(午餐11:30-14:00)；週日一休,Tabelog 3.21（42 則）,"午 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=35.18616,136.89354",2026-07-28
415,VEGI KITCHEN GUGU(無麩質),中部,咖哩/和食/烘焙(全品無麩質)｜全素 Vegan,"名古屋・本山（千種区,近覚王山）",名古屋市千種区猫洞通3-11 メゾン猫洞1F,35.16774,136.96843,日〜四 11:00-22:00、五六 -23:00(午餐11:00-14:30)；週四休,Vegewel/Retty 登錄,"約 ¥1,000–1,800","https://www.google.com/maps/search/?api=1&query=35.16774,136.96843",2026-07-28
416,旬菜カフェ おてあて(マクロビ),中部,マクロビオティック｜全素 Vegan,"名古屋・東山公園（千種区,近覚王山）",名古屋市千種区新池町4-95,35.16079,136.97623,"午餐約 11:00-14:30,之後甜點飲品；週一休(出發前務必再確認)",Tabelog 3.12（25 則）,"¥1,000–2,999","https://www.google.com/maps/search/?api=1&query=35.16079,136.97623",2026-07-28
417,草宗庵 Sojuan(湯葉豆腐割烹),中部,湯葉・豆腐割烹(蔬食友善・確認柴魚高湯),"名古屋・栄1丁目（中区,近伏見/大須）",名古屋市中区栄1-4-9,35.16789,136.89602,一〜六 11:30-14:30、17:30-23:00；週日休,HappyCow 4.0（16 則）,"約 ¥1,000–3,000","https://www.google.com/maps/search/?api=1&query=35.16789,136.89602",2026-07-28
418,彩膳中華 杏ZU(薬膳中華),中部,薬膳中華(蔬食友善・有vegan菜單),"名古屋・丸の内（中区,近伏見）",名古屋市中区丸の内1-11-28 田中屋ビル101,35.17392,136.89365,午 11:30-14:00、晚 17:30-21:00(公休電話確認),Tabelog 3.20,"午約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=35.17392,136.89365",2026-07-28
419,味噌煮込うどん 山本屋 大久手店,中部,名古屋名物味噌煮込うどん(蔬食友善・需預約素高湯),"名古屋・大久手（千種区,近今池）",名古屋市千種区大久手町5-9-2,35.16149,136.93642,11:00-21:00(LO20:00)；週一休(遇假營業翌休),Tabelog 3.56,"約 ¥1,200–2,000","https://www.google.com/maps/search/?api=1&query=35.16149,136.93642",2026-07-28
420,Bio Terrace(CBD & VEGAN),中部,蔬菜午餐/咖哩(蔬食友善・彈性純素),名古屋・丸の内（中区）,名古屋市中区丸の内3-15-5 RS丸の内3丁目ビル3F,35.17521,136.90329,以午餐為主(詳細時段/公休電話確認),Tabelog 3.22,"約 ¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=35.17521,136.90329",2026-07-28
421,Live & Lounge Vio(夜間マクロビ),中部,マクロビ自然食×Live(蔬食友善・夜間),"名古屋・新栄（中区,近栄）",名古屋市中区新栄2-1-9 flexビルB2,35.16939,136.9205,平日日 18:00-翌2:00、五六 20:00-翌5:00(活動時變動)；週一二休,—,"約 ¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=35.16939,136.9205",2026-07-28
422,健康食工房たかの(金澤精進),中部,自然食・精進 macrobiotic｜全素,金澤・三口新町（近東茶屋街東）,金沢市三口新町3-8,36.575,136.67,11:00-22:00(LO20:00)；週日休,Tabelog/HappyCow 4.0,"約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=36.575,136.67",2026-07-28
423,Los Angeles in 金澤(全素洋食),中部,洋食(排餐/漢堡)｜全素 Vegan,金澤・大手町（金沢城北大手門旁）,金沢市大手町2-25-101,36.572,136.659,10:00-18:00；不定休,Tabelog 3.5,"午約 ¥1,680","https://www.google.com/maps/search/?api=1&query=36.572,136.659",2026-07-28
424,Ihanoha イハノハ,中部,蔬食咖啡｜全素 Vegan,金澤・新竪町（片町南）,金沢市新竪町3-98,36.559,136.661,平日10:30-16:30／假日11:00-17:30；週三休,Google 3.4,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=36.559,136.661",2026-07-28
425,Taste & Scent,中部,Zembu蔬食套餐(蔬食友善),金澤・寺町（寺廟區）,金沢市寺町5-5-75,36.553,136.648,11:00-16:00；週日一休,Google 3.5,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=36.553,136.648",2026-07-28
426,Slow Luck -vegetable bal-,中部,加賀野菜創作bal(蔬食友善・確認高湯),"金澤・尾山町（尾山神社旁,近香林坊）",金沢市尾山町13-23,36.568,136.653,18:00-22:30(LO22:00)；週日一休,Tabelog 3.4,"晚餐約 ¥3,000","https://www.google.com/maps/search/?api=1&query=36.568,136.653",2026-07-28
427,Curio Espresso & Vintage Design,中部,咖啡輕食(蔬食友善),金澤・安江町（近江町市場旁）,金沢市安江町1-13,36.572,136.655,8:00-17:00(假日9:00起)；週二休,Google 4.2,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=36.572,136.655",2026-07-28
428,Aashirwad アシルワード,中部,印度尼泊爾(蔬食友善・素咖哩確認高湯),金澤・長町（武家屋敷區）,金沢市長町1-4-59,36.566,136.65,11:30-14:30／18:00-21:30；週一休,Google 4.3,"午約 ¥1,000","https://www.google.com/maps/search/?api=1&query=36.566,136.65",2026-07-28
429,HUNI Restaurant,中部,現代小居酒屋(蔬食友善・指定去柴魚),金澤・主計町（近東茶屋街）,金沢市主計町附近,36.572,136.664,"晚間為主,需查當日",HappyCow 高分,"約 ¥3,000","https://www.google.com/maps/search/?api=1&query=36.572,136.664",2026-07-28
430,角正 かくしょう(高山精進懷石),中部,精進懷石(需預約)｜全素/精進,高山・馬場町（三町旁）,岐阜県高山市馬場町2-98,36.143,137.259,11:30-15:00・17:30-21:00(LO13:30/19:30);需前一天預約,HappyCow 4.5,"¥10,000–17,000+","https://www.google.com/maps/search/?api=1&query=36.143,137.259",2026-07-28
431,平安楽 へいあんらく,中部,中華/和食(蔬食友善・點vegan標),高山・天満町（国分寺通）,岐阜県高山市天満町6-7-2,36.143,137.253,至LO20:00；週二休;僅12席官網預約,HappyCow 4.0（127 則）,"套餐約 ¥3,500","https://www.google.com/maps/search/?api=1&query=36.143,137.253",2026-07-28
432,Tomy Muesli トミーミューズリー,中部,瑞士自然食咖啡(蔬食友善),高山・本町（古街近）,岐阜県高山市本町4-60,36.14,137.252,10:00-20:00；週二休,HappyCow 4.0（39 則）,"咖哩套餐約 ¥1,400","https://www.google.com/maps/search/?api=1&query=36.14,137.252",2026-07-28
433,Cafe Mont L’Eau カフェモンロー,中部,國際有機(蔬食友善・每日vegan set),"高山・西之一色町（飛驒之里對面,市郊西）",岐阜県高山市西之一色町3丁目813,36.135,137.235,週三〜六 12:00-16:00；週日〜二休,HappyCow 3/4,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=36.135,137.235",2026-07-28
434,お食事処 いろり(白川鄉合掌村),中部,合掌村鄉土料理(蔬食友善・指定vegetarian菜單避柴魚),白川鄉・荻町（合掌村內）,岐阜県大野郡白川村荻町374-1,36.258,136.906,10:00-14:00；不定休(建議先電話),村內名店,"定食約 ¥1,500","https://www.google.com/maps/search/?api=1&query=36.258,136.906",2026-07-28
435,AND LIFE cafe(富山),中部,有機咖啡(蔬食友善・點純素漢堡排),富山・二口町,富山県富山市二口町,36.686,137.226,10:30-19:00；不定休,食べログ 好評,"約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=36.686,137.226",2026-07-28
436,豆こ食堂とおやつ やむなし(富山),中部,無添加無麩質咖啡食堂｜全素 Vegan,富山・大泉町,富山県富山市大泉町1丁目7-14 1F,36.677,137.207,10:30-16:00・17:30-20:00(三日至16:00)；週一二休,官網收錄,"約 ¥1,300","https://www.google.com/maps/search/?api=1&query=36.677,137.207",2026-07-28
437,Why__? 松本,中部,純素咖啡(東京品牌2號店)｜全素 Vegan,"松本・深志（松本駅前,近中町）",長野県松本市深志1-3-11 コングロM 1F,36.229,137.965,10:00-19:00(LO18:30)；僅1/1休,web-komachi 報導,"約 ¥1,300","https://www.google.com/maps/search/?api=1&query=36.229,137.965",2026-07-28
